# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "1" "-t" "gene" "-g" "gene_id" "-a" "/shared/ngs/illumina/henikoff/databases/human/hg19/gencode.v19.annotation.GRCh37.p13.gtf" "-o" "NK_hs_2006_S53.featureCounts.gene.tab" "NK_hs_2006_S53.bam" 
Geneid	Chr	Start	End	Strand	Length	NK_hs_2006_S53.bam
ENSG00000264236.1	chr18	66659955	66660612	-	658	0
ENSG00000264705.1	chr18	66879514	66881587	+	2074	0
ENSG00000206052.6	chr18	67068291	67516323	+	448033	117
ENSG00000264845.2	chr18	67136753	67138972	+	2220	0
ENSG00000265643.1	chr18	67150863	67285930	-	135068	8
ENSG00000266840.1	chr18	67372214	67392211	-	19998	1
ENSG00000150637.4	chr18	67498394	67629039	-	130646	4
ENSG00000176225.8	chr18	67671029	67873181	-	202153	492
ENSG00000170677.5	chr18	67956137	67997436	+	41300	49
ENSG00000266258.1	chr18	68002675	68019695	+	17021	2
ENSG00000266304.1	chr18	68003165	68004546	-	1382	0
ENSG00000264059.1	chr18	68029359	68029459	-	101	0
ENSG00000266278.1	chr18	68047376	68051827	-	4452	1
ENSG00000265698.1	chr18	68079291	68079627	+	337	0
ENSG00000214255.4	chr18	68096396	68098361	+	1966	0
ENSG00000239748.2	chr18	68179963	68180241	+	279	0
ENSG00000263417.2	chr18	68297755	68317980	-	20226	0
ENSG00000265781.1	chr18	68667713	68678726	-	11014	0
ENSG00000265639.1	chr18	68696006	68700292	+	4287	0
ENSG00000265484.1	chr18	68883940	68904338	-	20399	0
ENSG00000263733.1	chr18	68892940	68893957	+	1018	0
ENSG00000260676.1	chr18	69187198	69246192	-	58995	0
ENSG00000264388.1	chr18	69255773	69256120	+	348	0
ENSG00000265946.1	chr18	69332384	69332761	+	378	0
ENSG00000265352.1	chr18	69399851	69455364	-	55514	2
ENSG00000260457.2	chr18	69504275	69538024	+	33750	0
ENSG00000265995.1	chr18	69557645	69611813	-	54169	0
ENSG00000271313.1	chr18	69599729	69600032	+	304	0
ENSG00000141668.5	chr18	70203915	70305756	-	101842	2
ENSG00000264315.1	chr18	70285502	70286457	+	956	0
ENSG00000166342.14	chr18	70409549	70535381	-	125833	0
ENSG00000265579.1	chr18	70410991	70413196	-	2206	0
ENSG00000252598.1	chr18	70419187	70419286	+	100	0
ENSG00000263750.1	chr18	70520556	70520617	-	62	0
ENSG00000263958.1	chr18	70535623	70548634	+	13012	0
ENSG00000263711.1	chr18	70818476	70931715	-	113240	2
ENSG00000261780.2	chr18	70992176	71017113	+	24938	0
ENSG00000265380.1	chr18	71378564	71382725	-	4162	0
ENSG00000241866.2	chr18	71412170	71412464	+	295	0
ENSG00000263655.1	chr18	71581640	71701396	-	119757	0
ENSG00000141665.7	chr18	71740588	71815100	-	74513	3
ENSG00000075336.7	chr18	71815746	71826197	+	10452	109
ENSG00000260569.2	chr18	71878626	71907790	-	29165	0
ENSG00000243856.2	chr18	71894741	71895036	+	296	0
ENSG00000166347.14	chr18	71920530	71959251	-	38722	182
ENSG00000206043.6	chr18	71983048	72026422	+	43375	0
ENSG00000235297.3	chr18	72057119	72057532	-	414	47
ENSG00000259779.1	chr18	72076650	72080444	+	3795	0
ENSG00000187773.7	chr18	72102963	72125179	-	22217	2
ENSG00000133313.10	chr18	72163051	72188366	+	25316	86
ENSG00000150656.10	chr18	72201675	72254448	+	52774	0
ENSG00000264340.1	chr18	72228616	72229335	-	720	2
ENSG00000264247.1	chr18	72259010	72265744	-	6735	17
ENSG00000215421.5	chr18	72265106	72777627	+	512522	176
ENSG00000180011.6	chr18	72907063	72921303	-	14241	76
ENSG00000179981.9	chr18	72922710	73001905	+	79196	93
ENSG00000264116.1	chr18	73118967	73130995	+	12029	0
ENSG00000206026.3	chr18	73121431	73139658	-	18228	0
ENSG00000266774.1	chr18	73144658	73148912	-	4255	0
ENSG00000261194.1	chr18	73408034	73424340	-	16307	0
ENSG00000266460.1	chr18	73556880	73580207	-	23328	0
ENSG00000264108.1	chr18	73720073	73727816	-	7744	0
ENSG00000263547.1	chr18	73834953	73857210	+	22258	0
ENSG00000266743.1	chr18	73885259	73889693	-	4435	0
ENSG00000264260.1	chr18	73921465	73927657	+	6193	0
ENSG00000264595.1	chr18	73939945	73945342	-	5398	0
ENSG00000266014.1	chr18	73959680	73963343	+	3664	0
ENSG00000265717.1	chr18	73966247	73967169	-	923	0
ENSG00000264212.1	chr18	73968846	73970292	+	1447	1
ENSG00000266614.1	chr18	73971121	73972069	+	949	0
ENSG00000101493.6	chr18	74069644	74207146	-	137503	206
ENSG00000263982.1	chr18	74084672	74090230	+	5559	2
ENSG00000265778.1	chr18	74203608	74205487	+	1880	5
ENSG00000220032.4	chr18	74207477	74210045	+	2569	2
ENSG00000263812.1	chr18	74240612	74322925	+	82314	5
ENSG00000266256.1	chr18	74327169	74337897	+	10729	3
ENSG00000266312.1	chr18	74334963	74350968	-	16006	1
ENSG00000229055.3	chr18	74401986	74405592	+	3607	0
ENSG00000265934.1	chr18	74415400	74416210	-	811	0
ENSG00000265836.1	chr18	74463261	74463797	+	537	0
ENSG00000265626.1	chr18	74471641	74471822	-	182	0
ENSG00000264278.1	chr18	74506688	74534251	-	27564	22
ENSG00000252097.1	chr18	74512620	74512730	-	111	0
ENSG00000130856.11	chr18	74534563	74682683	+	148121	306
ENSG00000244229.1	chr18	74546385	74546844	-	460	3
ENSG00000265261.1	chr18	74596891	74600680	-	3790	0
ENSG00000266844.1	chr18	74686646	74696118	+	9473	5
ENSG00000197971.10	chr18	74690783	74845639	-	154857	42
ENSG00000265844.1	chr18	74892062	74947386	+	55325	0
ENSG00000166573.4	chr18	74962505	74980858	+	18354	1
ENSG00000264015.1	chr18	75133575	75272719	+	139145	22
ENSG00000199392.1	chr18	75143519	75143645	-	127	0
ENSG00000264736.1	chr18	75147209	75149198	-	1990	0
ENSG00000264693.1	chr18	75334508	75336471	+	1964	0
ENSG00000271702.1	chr18	75344884	75345316	-	433	0
ENSG00000252260.1	chr18	75575420	75575523	-	104	0
ENSG00000265843.2	chr18	75683250	75705678	-	22429	1
ENSG00000264334.1	chr18	75694976	75698566	-	3591	0
ENSG00000199728.1	chr18	75796739	75796845	+	107	0
ENSG00000266213.1	chr18	75897223	75900887	+	3665	0
ENSG00000265644.1	chr18	76240549	76244867	+	4319	0
ENSG00000265378.1	chr18	76265165	76266410	+	1246	0
ENSG00000201723.1	chr18	76304096	76304188	-	93	0
ENSG00000266273.1	chr18	76555612	76556672	-	1061	0
ENSG00000266586.1	chr18	76668629	76678993	-	10365	0
ENSG00000265101.1	chr18	76685064	76687441	-	2378	0
ENSG00000263146.2	chr18	76736555	76739074	-	2520	32
ENSG00000256463.4	chr18	76740275	76762677	+	22403	63
ENSG00000166377.15	chr18	76829285	77138283	+	308999	232
ENSG00000267655.1	chr18	76877207	76877920	+	714	0
ENSG00000267628.1	chr18	77013577	77014856	-	1280	0
ENSG00000267015.1	chr18	77100258	77103972	-	3715	0
ENSG00000131196.13	chr18	77155856	77289325	+	133470	63
ENSG00000269679.1	chr18	77275812	77276057	-	246	0
ENSG00000267287.1	chr18	77336460	77349010	+	12551	0
ENSG00000267409.1	chr18	77370747	77372303	+	1557	0
ENSG00000178412.4	chr18	77398928	77439745	-	40818	8
ENSG00000060069.12	chr18	77439801	77514510	+	74710	54
ENSG00000266901.1	chr18	77462721	77463651	-	931	0
ENSG00000266924.1	chr18	77547121	77551432	+	4312	0
ENSG00000267780.1	chr18	77552726	77576365	+	23640	0
ENSG00000178342.4	chr18	77623668	77660184	+	36517	0
ENSG00000122490.14	chr18	77662420	77711664	-	49245	84
ENSG00000226742.3	chr18	77724561	77730822	+	6262	127
ENSG00000141759.10	chr18	77732867	77793949	-	61083	436
ENSG00000267127.2	chr18	77794346	77854968	+	60623	0
ENSG00000101546.8	chr18	77794358	77806397	+	12040	0
ENSG00000261126.3	chr18	77806900	77853362	+	46463	0
ENSG00000266909.1	chr18	77835609	77836161	+	553	0
ENSG00000101544.4	chr18	77866915	77905406	+	38492	301
ENSG00000267270.1	chr18	77905807	77936315	+	30509	28
ENSG00000178184.11	chr18	77915115	78005429	-	90315	51
ENSG00000267251.1	chr18	77941563	77960875	+	19313	3
ENSG00000225373.4	chr19	60105	71626	-	11522	4
ENSG00000267588.2	chr19	71161	72719	+	1559	0
ENSG00000233630.4	chr19	76220	77690	-	1471	0
ENSG00000266945.2	chr19	94062	96511	+	2450	0
ENSG00000267310.1	chr19	104535	105471	+	937	0
ENSG00000176695.5	chr19	107471	111696	+	4226	0
ENSG00000267792.1	chr19	145485	145812	+	328	0
ENSG00000266971.1	chr19	156279	157215	-	937	0
ENSG00000267616.1	chr19	159361	174665	-	15305	1
ENSG00000267290.1	chr19	176907	177913	+	1007	0
ENSG00000267237.2	chr19	182673	196756	-	14084	3
ENSG00000267639.2	chr19	193236	196050	+	2815	0
ENSG00000272098.1	chr19	197075	199431	-	2357	0
ENSG00000267029.3	chr19	197955	200775	+	2821	3
ENSG00000206082.8	chr19	200460	205074	-	4615	0
ENSG00000222329.1	chr19	223158	223261	-	104	0
ENSG00000267600.1	chr19	229640	230165	-	526	0
ENSG00000267305.1	chr19	239145	239247	-	103	0
ENSG00000271846.1	chr19	259260	259346	-	87	0
ENSG00000267447.1	chr19	279495	280170	+	676	0
ENSG00000141934.5	chr19	281040	291393	-	10354	6
ENSG00000267124.2	chr19	305573	306467	+	895	11
ENSG00000105556.6	chr19	305575	344798	-	39224	223
ENSG00000105549.6	chr19	361750	376013	-	14264	0
ENSG00000267443.1	chr19	397589	398941	+	1353	0
ENSG00000183186.6	chr19	405438	409139	-	3702	16
ENSG00000129946.6	chr19	416583	460996	-	44414	75
ENSG00000252539.1	chr19	453134	453245	+	112	0
ENSG00000181781.5	chr19	463346	474983	-	11638	10
ENSG00000099866.10	chr19	489176	505347	+	16172	133
ENSG00000266933.1	chr19	490046	507813	-	17768	11
ENSG00000141933.8	chr19	507299	519654	+	12356	27
ENSG00000099804.4	chr19	531714	542097	+	10384	112
ENSG00000197540.3	chr19	544034	549919	+	5886	4
ENSG00000267751.1	chr19	567212	572215	-	5004	7
ENSG00000172270.14	chr19	571297	583493	+	12197	432
ENSG00000099822.2	chr19	589893	617159	+	27267	110
ENSG00000267036.1	chr19	590277	591603	-	1327	0
ENSG00000266939.1	chr19	615886	617159	-	1274	1
ENSG00000099821.9	chr19	617223	633597	-	16375	312
ENSG00000272448.1	chr19	623519	623982	+	464	0
ENSG00000261204.1	chr19	637105	637537	-	433	0
ENSG00000070388.7	chr19	639879	643703	+	3825	1
ENSG00000070423.13	chr19	647526	663277	-	15752	826
ENSG00000267666.1	chr19	663482	668063	+	4582	1
ENSG00000070404.5	chr19	676392	683385	+	6994	29
ENSG00000185198.7	chr19	685521	695460	-	9940	0
ENSG00000213726.4	chr19	690381	691175	+	795	0
ENSG00000099864.13	chr19	708953	748329	+	39377	93
ENSG00000099812.6	chr19	751126	764319	+	13194	7
ENSG00000272473.1	chr19	781002	781862	-	861	1
ENSG00000267530.2	chr19	782755	785080	+	2326	3
ENSG00000266927.2	chr19	786650	787037	+	388	0
ENSG00000011304.12	chr19	797075	812327	+	15253	1019
ENSG00000265767.1	chr19	804940	805001	+	62	0
ENSG00000129951.14	chr19	812518	821967	-	9450	31
ENSG00000263414.1	chr19	813584	813653	+	70	0
ENSG00000172232.5	chr19	825097	832017	+	6921	6
ENSG00000196415.5	chr19	840963	848175	+	7213	3
ENSG00000197561.2	chr19	851014	856242	+	5229	3
ENSG00000197766.3	chr19	859453	863453	+	4001	35
ENSG00000175221.10	chr19	867962	893218	-	25257	76
ENSG00000207507.1	chr19	893484	893590	+	107	0
ENSG00000198858.5	chr19	896503	913240	-	16738	129
ENSG00000116014.5	chr19	917287	921015	+	3729	49
ENSG00000116017.6	chr19	925781	975939	+	50159	271
ENSG00000267159.1	chr19	928257	928817	-	561	0
ENSG00000065268.6	chr19	983174	994569	+	11396	250
ENSG00000269169.1	chr19	999601	999952	+	352	0
ENSG00000266990.1	chr19	999795	1002756	-	2962	5
ENSG00000116032.5	chr19	1000418	1009731	+	9314	19
ENSG00000182087.8	chr19	1009647	1021117	-	11471	689
ENSG00000207357.1	chr19	1021521	1021627	+	107	7
ENSG00000064666.10	chr19	1026298	1039068	+	12771	121
ENSG00000267020.1	chr19	1038726	1039063	-	338	10
ENSG00000064687.8	chr19	1040102	1065571	+	25470	751
ENSG00000180448.6	chr19	1065922	1086627	+	20706	65
ENSG00000099817.7	chr19	1086594	1095598	-	9005	409
ENSG00000167468.12	chr19	1103936	1106787	+	2852	249
ENSG00000064932.11	chr19	1107636	1174282	-	66647	199
ENSG00000118046.10	chr19	1189406	1228428	+	39023	249
ENSG00000267736.1	chr19	1203208	1203820	+	613	0
ENSG00000099625.8	chr19	1228286	1238026	-	9741	22
ENSG00000267778.1	chr19	1238178	1239521	+	1344	1
ENSG00000099624.3	chr19	1241749	1244824	+	3076	189
ENSG00000167470.8	chr19	1248552	1259142	+	10591	475
ENSG00000099622.9	chr19	1259384	1274879	+	15496	820
ENSG00000267493.2	chr19	1268165	1270240	-	2076	7
ENSG00000228300.9	chr19	1275026	1279248	+	4223	57
ENSG00000160953.10	chr19	1285890	1378430	+	92541	760
ENSG00000099617.2	chr19	1286153	1301430	+	15278	0
ENSG00000240846.1	chr19	1307403	1307720	-	318	0
ENSG00000267372.1	chr19	1321224	1322863	+	1640	0
ENSG00000267755.1	chr19	1376772	1377519	-	748	6
ENSG00000115286.15	chr19	1383526	1395583	+	12058	161
ENSG00000248015.2	chr19	1392169	1396466	-	4298	40
ENSG00000130005.7	chr19	1397091	1401569	-	4479	267
ENSG00000071626.12	chr19	1407568	1435719	+	28152	646
ENSG00000267759.1	chr19	1413900	1414734	+	835	0
ENSG00000115268.5	chr19	1438358	1440583	+	2226	1728
ENSG00000268798.1	chr19	1440838	1441937	+	1100	55
ENSG00000115266.7	chr19	1446300	1473243	+	26944	26
ENSG00000267317.1	chr19	1457664	1462764	-	5101	4
ENSG00000119559.11	chr19	1461142	1479555	-	18414	211
ENSG00000115257.11	chr19	1481427	1490751	-	9325	77
ENSG00000267715.1	chr19	1484535	1485273	+	739	8
ENSG00000115255.6	chr19	1491165	1497926	+	6762	30
ENSG00000185761.6	chr19	1505017	1513603	-	8587	40
ENSG00000267092.1	chr19	1508381	1508962	+	582	0
ENSG00000185988.7	chr19	1524073	1535455	+	11383	98
ENSG00000266399.1	chr19	1553980	1554031	-	52	0
ENSG00000181588.15	chr19	1554668	1568057	-	13390	50
ENSG00000222720.1	chr19	1556604	1556685	+	82	0
ENSG00000239367.2	chr19	1570574	1570859	-	286	0
ENSG00000267161.1	chr19	1573595	1575474	-	1880	9
ENSG00000071655.13	chr19	1576639	1592882	-	16244	105
ENSG00000267059.2	chr19	1578338	1605444	-	27107	12
ENSG00000266926.1	chr19	1581789	1582322	-	534	0
ENSG00000127540.7	chr19	1597171	1605480	-	8310	0
ENSG00000071564.10	chr19	1609291	1652604	-	43314	436
ENSG00000252933.1	chr19	1616491	1616594	-	104	0
ENSG00000267073.1	chr19	1748055	1748744	+	690	0
ENSG00000205922.4	chr19	1752372	1780987	+	28616	1
ENSG00000130270.12	chr19	1782074	1812275	-	30202	40
ENSG00000267007.1	chr19	1815248	1815872	+	625	41
ENSG00000079313.7	chr19	1815248	1848452	-	33205	296
ENSG00000223244.1	chr19	1816158	1816237	-	80	0
ENSG00000267244.1	chr19	1822088	1824544	+	2457	3
ENSG00000267125.1	chr19	1852398	1853621	+	1224	2
ENSG00000129911.4	chr19	1852399	1863567	-	11169	43
ENSG00000267141.1	chr19	1860249	1862018	+	1770	0
ENSG00000261526.1	chr19	1874881	1876168	-	1288	37
ENSG00000267232.1	chr19	1875015	1875991	+	977	10
ENSG00000129968.11	chr19	1876809	1885546	-	8738	222
ENSG00000227500.5	chr19	1905213	1926016	+	20804	80
ENSG00000213638.4	chr19	1905377	1913444	+	8068	0
ENSG00000198683.2	chr19	1925185	1926009	+	825	0
ENSG00000133275.11	chr19	1941188	1981337	+	40150	430
ENSG00000180846.4	chr19	1952530	1954585	-	2056	0
ENSG00000133243.4	chr19	1985447	2034880	-	49434	510
ENSG00000267283.1	chr19	1989400	1990369	+	970	16
ENSG00000265900.1	chr19	2020329	2020580	+	252	0
ENSG00000267180.1	chr19	2030852	2031050	-	199	0
ENSG00000099875.10	chr19	2037470	2051243	-	13774	417
ENSG00000172081.9	chr19	2071037	2096672	-	25636	62
ENSG00000099840.9	chr19	2096380	2099592	+	3213	80
ENSG00000065000.11	chr19	2100988	2164464	-	63477	1374
ENSG00000104885.13	chr19	2164148	2232577	+	68430	440
ENSG00000267122.1	chr19	2212028	2215564	-	3537	3
ENSG00000104886.5	chr19	2230002	2237703	-	7702	213
ENSG00000221411.1	chr19	2234061	2234148	-	88	0
ENSG00000104897.5	chr19	2236520	2248678	+	12159	247
ENSG00000104899.4	chr19	2249308	2252072	+	2765	135
ENSG00000267021.1	chr19	2250638	2250717	+	80	0
ENSG00000167476.6	chr19	2252251	2269758	-	17508	29
ENSG00000104904.8	chr19	2269485	2273487	+	4003	1384
ENSG00000188305.4	chr19	2274631	2282181	-	7551	0
ENSG00000220008.2	chr19	2289774	2308156	-	18383	9
ENSG00000130332.10	chr19	2321516	2328619	-	7104	353
ENSG00000005206.12	chr19	2328614	2355099	+	26486	675
ENSG00000273309.1	chr19	2330294	2330756	+	463	0
ENSG00000273116.1	chr19	2352574	2354800	-	2227	22
ENSG00000178297.8	chr19	2389769	2426237	+	36469	52
ENSG00000099800.3	chr19	2425622	2427892	-	2271	214
ENSG00000176619.6	chr19	2427636	2456994	-	29359	432
ENSG00000267201.1	chr19	2458933	2462183	-	3251	3
ENSG00000099860.4	chr19	2476120	2478257	+	2138	50
ENSG00000252962.1	chr19	2503045	2503139	-	95	0
ENSG00000176533.8	chr19	2511217	2702707	-	191491	172
ENSG00000105694.2	chr19	2538108	2538786	+	679	0
ENSG00000267412.1	chr19	2610153	2611860	-	1708	0
ENSG00000267214.1	chr19	2631952	2632847	+	896	0
ENSG00000267749.1	chr19	2641836	2643851	-	2016	0
ENSG00000176490.4	chr19	2714565	2721416	-	6852	33
ENSG00000267001.1	chr19	2717767	2740046	-	22280	1
ENSG00000261342.1	chr19	2727741	2729325	-	1585	0
ENSG00000141873.6	chr19	2732202	2740150	-	7949	0
ENSG00000104969.5	chr19	2754712	2783369	-	28658	238
ENSG00000172009.10	chr19	2785458	2813599	+	28142	677
ENSG00000172006.7	chr19	2819872	2835771	+	15900	38
ENSG00000186300.7	chr19	2841433	2860482	+	19050	46
ENSG00000267063.1	chr19	2847225	2858714	-	11490	1
ENSG00000172000.3	chr19	2867333	2878515	+	11183	1
ENSG00000263997.1	chr19	2872343	2872428	-	86	0
ENSG00000267398.1	chr19	2874948	2875590	-	643	2
ENSG00000266938.1	chr19	2896623	2897220	-	598	0
ENSG00000171970.8	chr19	2900896	2918474	+	17579	47
ENSG00000253392.2	chr19	2915144	2926805	-	11662	40
ENSG00000175691.8	chr19	2933216	2944969	-	11754	74
ENSG00000104953.14	chr19	2977444	2995177	+	17734	28
ENSG00000065717.10	chr19	2997636	3047633	-	49998	138
ENSG00000267469.1	chr19	3052908	3053722	+	815	117
ENSG00000104964.10	chr19	3052908	3063105	-	10198	596
ENSG00000088256.4	chr19	3094408	3124002	+	29595	232
ENSG00000267139.1	chr19	3118663	3119302	-	640	0
ENSG00000267688.1	chr19	3121114	3122126	-	1013	21
ENSG00000266944.1	chr19	3130715	3131396	+	682	0
ENSG00000060558.3	chr19	3136191	3163767	+	27577	3
ENSG00000267551.3	chr19	3141574	3155173	-	13600	0
ENSG00000125910.4	chr19	3172344	3180329	+	7986	0
ENSG00000125912.6	chr19	3185561	3209573	+	24013	561
ENSG00000161082.8	chr19	3224701	3297074	+	72374	71
ENSG00000267448.1	chr19	3296763	3303001	-	6239	4
ENSG00000141905.13	chr19	3359561	3469215	+	109655	254
ENSG00000095932.5	chr19	3474405	3480540	-	6136	0
ENSG00000129932.3	chr19	3490819	3500938	-	10120	35
ENSG00000264159.1	chr19	3501316	3501587	+	272	0
ENSG00000105325.9	chr19	3506271	3538328	+	32058	224
ENSG00000252408.1	chr19	3521246	3521318	-	73	0
ENSG00000161091.8	chr19	3538259	3574288	-	36030	343
ENSG00000183397.5	chr19	3539152	3544028	+	4877	29
ENSG00000267436.1	chr19	3544197	3557567	+	13371	31
ENSG00000267231.1	chr19	3558013	3558484	+	472	0
ENSG00000266959.1	chr19	3568118	3568271	-	154	0
ENSG00000064961.14	chr19	3572775	3579086	+	6312	585
ENSG00000179855.5	chr19	3585551	3593539	+	7989	18
ENSG00000006638.7	chr19	3594504	3606838	-	12335	20
ENSG00000226800.5	chr19	3607245	3613928	+	6684	2
ENSG00000105298.9	chr19	3610639	3626813	-	16175	83
ENSG00000186111.4	chr19	3630181	3700477	-	70297	119
ENSG00000267304.1	chr19	3672580	3674293	+	1714	0
ENSG00000105289.10	chr19	3708107	3750811	+	42705	29
ENSG00000011132.7	chr19	3750817	3761697	-	10881	153
ENSG00000267205.1	chr19	3753838	3756515	+	2678	2
ENSG00000267138.1	chr19	3754618	3756657	-	2040	0
ENSG00000183617.4	chr19	3762662	3768573	+	5912	22
ENSG00000173976.11	chr19	3769087	3772233	-	3147	0
ENSG00000267148.1	chr19	3775994	3776180	-	187	0
ENSG00000007264.9	chr19	3777971	3802127	-	24157	114
ENSG00000105278.6	chr19	3804022	3869030	-	65009	1
ENSG00000266989.1	chr19	3870989	3872105	+	1117	0
ENSG00000167654.13	chr19	3879862	3928077	+	48216	1
ENSG00000266627.1	chr19	3920247	3920504	-	258	0
ENSG00000077009.9	chr19	3933101	3942414	+	9314	19
ENSG00000167657.7	chr19	3958451	3971121	-	12671	219
ENSG00000207733.1	chr19	3961412	3961510	-	99	0
ENSG00000167658.11	chr19	3976054	3985467	-	9414	1398
ENSG00000206775.1	chr19	3982505	3982570	-	66	0
ENSG00000105229.2	chr19	4007644	4039384	+	31741	237
ENSG00000205147.3	chr19	4041127	4043154	-	2028	4
ENSG00000178951.4	chr19	4044362	4066943	-	22582	113
ENSG00000268670.1	chr19	4061613	4062747	-	1135	0
ENSG00000126934.9	chr19	4090319	4124126	-	33808	420
ENSG00000060566.9	chr19	4153598	4173051	+	19454	4
ENSG00000077463.10	chr19	4174106	4182601	-	8496	196
ENSG00000089847.8	chr19	4183351	4224811	+	41461	41
ENSG00000266223.1	chr19	4208220	4208530	+	311	0
ENSG00000105246.5	chr19	4229495	4237528	+	8034	1
ENSG00000105248.11	chr19	4247076	4269087	+	22012	64
ENSG00000105251.6	chr19	4278598	4290721	+	12124	34
ENSG00000167664.4	chr19	4292229	4302428	-	10200	0
ENSG00000105255.6	chr19	4304597	4323840	+	19244	267
ENSG00000178078.7	chr19	4324040	4342783	-	18744	39
ENSG00000269425.1	chr19	4339574	4343488	+	3915	13
ENSG00000008382.11	chr19	4343524	4360083	+	16560	60
ENSG00000269807.1	chr19	4347241	4354054	-	6814	4
ENSG00000267938.1	chr19	4347777	4349058	-	1282	0
ENSG00000269318.1	chr19	4356634	4358445	-	1812	0
ENSG00000141985.5	chr19	4360367	4400544	-	40178	388
ENSG00000267980.1	chr19	4363786	4364637	+	852	4
ENSG00000167670.11	chr19	4402659	4445015	+	42357	821
ENSG00000267255.1	chr19	4429686	4430931	-	1246	2
ENSG00000167671.7	chr19	4444996	4457819	-	12824	180
ENSG00000266437.1	chr19	4445975	4446045	+	71	0
ENSG00000267030.1	chr19	4447301	4448214	+	914	0
ENSG00000267769.1	chr19	4454011	4455283	+	1273	0
ENSG00000267011.1	chr19	4457959	4471490	-	13532	5
ENSG00000264407.1	chr19	4466463	4466736	+	274	0
ENSG00000167674.10	chr19	4472284	4502223	+	29940	268
ENSG00000220693.2	chr19	4477048	4479576	+	2529	0
ENSG00000167676.3	chr19	4502204	4517716	-	15513	5
ENSG00000214456.4	chr19	4522543	4535236	-	12694	42
ENSG00000267385.1	chr19	4528439	4540079	-	11641	1
ENSG00000171236.9	chr19	4536421	4540486	-	4066	0
ENSG00000167680.11	chr19	4542600	4559820	-	17221	27
ENSG00000263974.1	chr19	4545207	4545463	+	257	0
ENSG00000267408.1	chr19	4621206	4622319	+	1114	0
ENSG00000185361.4	chr19	4639530	4655580	+	16051	36
ENSG00000074842.3	chr19	4641386	4670382	-	28997	203
ENSG00000268565.1	chr19	4654976	4655536	-	561	0
ENSG00000142002.12	chr19	4675236	4724685	-	49450	196
ENSG00000205790.1	chr19	4679294	4685960	+	6667	0
ENSG00000266209.1	chr19	4726303	4726391	-	89	0
ENSG00000176840.7	chr19	4769117	4772545	+	3429	7
ENSG00000207630.1	chr19	4770682	4770791	+	110	0
ENSG00000268536.1	chr19	4785132	4791219	-	6088	4
ENSG00000141965.3	chr19	4791728	4795571	+	3844	41
ENSG00000269604.1	chr19	4791757	4795571	-	3815	25
ENSG00000127666.8	chr19	4815944	4831716	-	15773	44
ENSG00000267484.1	chr19	4838344	4838919	+	576	7
ENSG00000105355.4	chr19	4838353	4867780	-	29428	177
ENSG00000264899.1	chr19	4876724	4876810	+	87	0
ENSG00000221535.1	chr19	4889215	4889310	-	96	0
ENSG00000205784.2	chr19	4890449	4902879	-	12431	0
ENSG00000034063.9	chr19	4903092	4962165	+	59074	373
ENSG00000263409.1	chr19	4932699	4932752	+	54	0
ENSG00000127663.10	chr19	4969125	5153606	+	184482	246
ENSG00000105426.10	chr19	5158506	5340814	-	182309	559
ENSG00000267550.1	chr19	5178130	5178475	+	346	0
ENSG00000239524.2	chr19	5277745	5278144	+	400	0
ENSG00000266694.1	chr19	5409469	5409766	+	298	0
ENSG00000105428.4	chr19	5455426	5456867	+	1442	0
ENSG00000223573.2	chr19	5558178	5568045	-	9868	1
ENSG00000233270.1	chr19	5576671	5576949	-	279	2
ENSG00000130254.7	chr19	5587010	5624057	-	37048	434
ENSG00000160633.8	chr19	5623046	5668489	+	45444	673
ENSG00000130255.8	chr19	5674958	5691887	+	16930	1818
ENSG00000174917.4	chr19	5678432	5680907	-	2476	98
ENSG00000167733.9	chr19	5680615	5688533	+	7919	0
ENSG00000196365.7	chr19	5691845	5720583	-	28739	680
ENSG00000174898.11	chr19	5720688	5778745	+	58058	17
ENSG00000212123.3	chr19	5782971	5784776	-	1806	25
ENSG00000267157.1	chr19	5784016	5785630	-	1615	0
ENSG00000141994.11	chr19	5784843	5791249	-	6407	121
ENSG00000263995.1	chr19	5822936	5823035	+	100	1
ENSG00000171119.2	chr19	5823813	5828335	+	4523	6
ENSG00000156413.9	chr19	5830621	5839742	-	9122	0
ENSG00000171124.8	chr19	5842899	5851485	-	8587	0
ENSG00000267709.1	chr19	5847478	5858250	+	10773	0
ENSG00000130383.6	chr19	5865837	5903798	-	37962	2
ENSG00000267740.1	chr19	5866182	5903798	-	37617	0
ENSG00000174886.8	chr19	5891287	5904017	-	12731	0
ENSG00000266941.1	chr19	5899906	5901522	+	1617	2
ENSG00000267314.1	chr19	5904852	5914718	+	9867	1
ENSG00000187650.3	chr19	5904869	5910864	+	5996	0
ENSG00000267571.1	chr19	5911589	5913910	-	2322	9
ENSG00000105519.8	chr19	5911718	5915888	+	4171	9
ENSG00000031823.10	chr19	5916150	5978153	-	62004	293
ENSG00000266983.1	chr19	5978414	6020374	+	41961	84
ENSG00000087903.8	chr19	5993175	6199583	-	206409	266
ENSG00000267262.1	chr19	6067964	6077130	+	9167	0
ENSG00000267589.1	chr19	6072834	6073538	+	705	0
ENSG00000267299.1	chr19	6109333	6125808	+	16476	3
ENSG00000130377.9	chr19	6135258	6193112	+	57855	18
ENSG00000267415.1	chr19	6176267	6176453	-	187	0
